2024-10-08,16:48:12.351,로그1 저장시작
2024-10-08,16:48:13.895,SteeringInit:True
2024-10-08,16:48:13.897,경로 : C:/Users/HCI LAB/AppData/LocalLow/DefaultCompany/My project (2)\Data_0
2024-10-08,16:48:13.900,C:/Users/HCI LAB/AppData/LocalLow/DefaultCompany/My project (2)\Data_0
2024-10-08,16:48:13.901,This debug message is an example action triggered by a subscription to DoorIsOpenR1L in DemoCarController. Value: False
You can turn off this message by unchecking Console Messages in the inspector.
2024-10-08,16:48:13.975,Connection established
2024-10-08,16:48:13.975,Message arrived: __Connected__
2024-10-08,16:48:46.239,Initialize Timer
2024-10-08,16:49:12.859,event end
2024-10-08,16:49:55.791,event2 start
2024-10-08,16:50:55.741,event end
2024-10-08,16:51:08.112,event2 end
2024-10-08,16:51:23.956,event3start 과속100
2024-10-08,16:51:55.515,event3 end
2024-10-08,16:53:01.868,event4 start
2024-10-08,16:53:21.005,event4 end
2024-10-08,16:53:48.697,event5 start
2024-10-08,16:55:25.799,event end
2024-10-08,16:55:25.799,event5 end	
2024-10-08,16:57:12.446,event6 start
2024-10-08,16:57:57.765,event end
2024-10-08,16:58:23.081,event7 start
2024-10-08,16:59:08.311,event end
2024-10-08,17:00:28.208,IndexOutOfRangeException: Index was outside the bounds of the array.
2024-10-08,17:00:38.437,event8 start
2024-10-08,17:01:41.168,event9 start
2024-10-08,17:01:54.093,event8 end
2024-10-08,17:02:27.345,event9 end
2024-10-08,17:03:18.116,event10 start
2024-10-08,17:03:30.889,event10 end
2024-10-08,17:03:39.847,event11 start
2024-10-08,17:05:07.605,event11 end
2024-10-08,17:05:14.048,event12 start
2024-10-08,17:06:22.440,evnent13 start 구급차 추월
2024-10-08,17:06:25.364,event12 end
2024-10-08,17:06:41.038,빨간불켜짐
2024-10-08,17:06:42.406,추월시작
2024-10-08,17:06:46.386,초록불 켜짐 
2024-10-08,17:06:58.935,Final Value: 0
2024-10-08,17:07:59.379,evnent14start 스포츠카 추월
2024-10-08,17:07:59.659,빨간불켜짐
2024-10-08,17:08:23.698,빨간불켜짐
2024-10-08,17:08:24.688,추월시작
2024-10-08,17:08:27.367,초록불 켜짐 
2024-10-08,17:08:32.220,evnent15 start 차선축소 끼어들기
2024-10-08,17:08:33.918,evnent16start 차폭감 트럭
2024-10-08,17:09:16.728,event end
2024-10-08,17:09:32.472,event16 end
2024-10-08,17:09:37.038,event16 end
2024-10-08,17:09:41.579,event17 start
2024-10-08,17:09:46.520,event17 start
2024-10-08,17:09:55.943,event 17 end
2024-10-08,17:10:00.240,event 17 end
2024-10-08,17:10:27.109,SteeringShutdown:True
2024-10-08,17:10:27.142,0번 교통 법규 위반함
2024-10-08,17:10:27.235,OnDisable!! 데이터 로그1 저장
