2024-10-08,21:28:49.384,event1 start
2024-10-08,21:29:37.864,event1 end
2024-10-08,21:29:53.532,event2 start
2024-10-08,21:30:47.324,event2 end
2024-10-08,21:31:08.104,event3 start
2024-10-08,21:31:28.837,event3 end
2024-10-08,21:32:24.839,event4 start
2024-10-08,21:32:39.042,event4 end
2024-10-08,21:32:56.895,event5 start
2024-10-08,21:34:19.653,event5 end
2024-10-08,21:35:47.606,event6 start
2024-10-08,21:36:39.210,event6 end
2024-10-08,21:37:04.461,event7 start
2024-10-08,21:37:56.757,event7 end
2024-10-08,21:39:07.096,event8 start
2024-10-08,21:40:05.769,event9 start
2024-10-08,21:40:17.363,event8 end
2024-10-08,21:40:38.478,event9 end
2024-10-08,21:41:14.629,event10 start
2024-10-08,21:41:25.976,event10 end
2024-10-08,21:41:28.488,event11 start
2024-10-08,21:42:18.819,event11 end
2024-10-08,21:42:21.512,event12 start
2024-10-08,21:43:27.070,event13 start
2024-10-08,21:43:31.414,event12 end
2024-10-08,21:44:24.109,event13 end
2024-10-08,21:45:08.605,event14 start
2024-10-08,21:45:23.154,event14 end
2024-10-08,21:45:51.390,event15 start
2024-10-08,21:46:38.691,event17 start
2024-10-08,21:46:41.251,event16 end
2024-10-08,21:46:42.487,event15 end
2024-10-08,21:46:51.915,event17 end
2024-10-08,21:47:12.901,SteeringShutdown:True
2024-10-08,21:47:12.933,NullReferenceException: Object reference not set to an instance of an object
2024-10-08,21:47:13.018,OnDisable!! 데이터 로그1 저장
